fma_path,fma_offset_sec,top1_score,top1_ref_id,top1_segment_idx
fma_medium/000/000249.mp3,26.479,0.5862146615982056,carnatic_74_Sri_Jalandara,536
fma_medium/000/000667.mp3,17.317125,0.6284048557281494,carnatic_203_Sami_Dayajuda,507
fma_medium/001/001450.mp3,27.711375,0.5953558683395386,hindustani_89_Raag_Sohani,78
fma_medium/003/003861.mp3,25.7405,0.665192723274231,hindustani_28_Raag_Mian_Malhar,3896
fma_medium/004/004311.mp3,16.946375,0.7676498889923096,hindustani_103_Thumri_in_Piloo,1045
fma_medium/004/004682.mp3,0.322,0.5657702684402466,hindustani_8_Raag_Kedar,827
fma_medium/005/005533.mp3,1.373875,0.6258691549301147,hindustani_20_Raag_Abhogi,4604
fma_medium/006/006661.mp3,9.32225,0.7622324824333191,hindustani_43_Bhairavi_Thumri,1102
fma_medium/006/006684.mp3,25.69575,0.48130297660827637,hindustani_5_Raag_Kalyan,508
fma_medium/006/006757.mp3,2.41425,0.5657945275306702,carnatic_72_Ni_Ninaindhal_Aagadhadhu,92
fma_medium/007/007712.mp3,21.236875,0.7042948007583618,carnatic_178_Muruga_Muruga_Muruga,913
fma_medium/008/008578.mp3,9.8925,0.591773271560669,hindustani_24_Raag_Ramdasi_Malhar,300
fma_medium/009/009554.mp3,26.2915,0.8153678178787231,carnatic_41_Soundararajam,1047
fma_medium/009/009654.mp3,19.40225,0.5978619456291199,hindustani_53_Raag_Todi,6800
fma_medium/010/010676.mp3,15.37575,0.597804069519043,hindustani_7_Raag_Bageshree,672
fma_medium/011/011204.mp3,28.3825,0.6641350984573364,carnatic_204_Giriraja_Suta,217
fma_medium/011/011640.mp3,15.835125,0.5494406223297119,carnatic_166_O_Rangashayee,4570
fma_medium/011/011663.mp3,11.00125,0.6233999729156494,hindustani_30_Raag_Bahar,982
fma_medium/011/011715.mp3,19.79725,0.5538579225540161,hindustani_94_Raag_Hindol_Pancham,965
fma_medium/011/011769.mp3,21.2325,0.6223595142364502,carnatic_98_Marugelara,665
fma_medium/011/011773.mp3,18.150625,0.5417647361755371,hindustani_32_Raag_Gaud_Malhar,2631
fma_medium/011/011780.mp3,4.896625,0.5710217952728271,carnatic_111_Sarasadalanayana,1736
fma_medium/012/012986.mp3,22.89625,0.67367023229599,hindustani_33_Raag_Lalit,1185
fma_medium/014/014067.mp3,16.735875,0.6440317630767822,carnatic_114_Varashiki_Vahana,101
fma_medium/014/014155.mp3,15.277125,0.6478677988052368,carnatic_31_Karuna_Ela_Gante,899
fma_medium/015/015860.mp3,4.671875,0.8665746450424194,carnatic_180_Ninne_Bhajana,308
fma_medium/016/016422.mp3,27.386125,0.5639150142669678,carnatic_120_Velum_Mayilume,621
fma_medium/016/016820.mp3,28.856,0.6140808463096619,hindustani_53_Raag_Todi,2917
fma_medium/019/019673.mp3,22.56175,0.5508543252944946,carnatic_115_Idhu_Thaano_Thillai_Sthalam,549
fma_medium/020/020227.mp3,23.682375,0.6652728319168091,carnatic_16_Evarura,2140
fma_medium/024/024748.mp3,1.073625,0.698703408241272,hindustani_24_Raag_Ramdasi_Malhar,1281
fma_medium/026/026025.mp3,16.291375,0.6015574932098389,hindustani_29_Raag_Ramdasi_Malhar,1123
fma_medium/026/026469.mp3,6.851875,0.7866721153259277,carnatic_28_Amba_Kamakshi,6325
fma_medium/027/027150.mp3,13.29,0.5533262491226196,carnatic_112_Rama_Rama_Guna_Seema,973
fma_medium/032/032068.mp3,7.013625,0.6090328693389893,carnatic_127_Thamarai_Kangal,1018
fma_medium/032/032758.mp3,18.257875,0.7346962690353394,carnatic_113_Prathi_Vaaram_Vaaram,969
fma_medium/034/034887.mp3,24.095875,0.5631190538406372,hindustani_45_Raag_Megh,308
fma_medium/035/035345.mp3,24.612125,0.7214963436126709,carnatic_209_Parama_Pavana_Rama,1142
fma_medium/036/036986.mp3,2.059125,0.5703100562095642,carnatic_79_Etulabrotuva,1007
fma_medium/037/037046.mp3,10.367875,0.809788703918457,hindustani_83_Raag_Bhoopali,1271
fma_medium/037/037768.mp3,16.849625,0.5643249154090881,carnatic_208_Budham_Aashrayami,2276
fma_medium/038/038782.mp3,19.908375,0.6045151948928833,carnatic_41_Soundararajam,1012
fma_medium/038/038904.mp3,7.3585,0.550062358379364,carnatic_42_Payum_Oli_Nee_Yenakku,551
fma_medium/038/038912.mp3,20.693,0.6236270666122437,hindustani_28_Raag_Mian_Malhar,4115
fma_medium/040/040121.mp3,26.910375,0.5217439532279968,carnatic_110_Ragam_Thanam_Pallavi_-_Shanmukhapriya,6092
fma_medium/040/040505.mp3,3.992375,0.5665968656539917,carnatic_225_Seetapati_Namanasuna,7
fma_medium/040/040851.mp3,11.365125,0.5461969375610352,carnatic_112_Rama_Rama_Guna_Seema,5297
fma_medium/042/042139.mp3,17.89575,0.5844466686248779,carnatic_208_Budham_Aashrayami,1111
fma_medium/042/042372.mp3,8.00075,0.6193240880966187,carnatic_40_Kamakshi,1907
fma_medium/042/042950.mp3,3.119625,0.5869789123535156,carnatic_182_Dinamani_Vamsa,1120
fma_medium/043/043528.mp3,3.90075,0.5371472239494324,carnatic_184_Ardhanareeshwaram,1127
fma_medium/044/044477.mp3,2.20675,0.6145902872085571,hindustani_8_Raag_Kedar,4689
fma_medium/045/045388.mp3,2.531625,0.6054984331130981,carnatic_33_Entara_Nitana,4279
fma_medium/045/045615.mp3,1.775,0.6312189698219299,carnatic_0_Dorakuna,2362
fma_medium/045/045620.mp3,4.648125,0.6133443713188171,carnatic_203_Sami_Dayajuda,16
fma_medium/046/046999.mp3,23.208,0.6681901812553406,carnatic_143_Sundari_Nee_Divya,849
fma_medium/047/047832.mp3,3.041375,0.5815417766571045,hindustani_49_Raag_Sawani,1232
fma_medium/048/048326.mp3,9.485,0.6153439283370972,carnatic_166_O_Rangashayee,1783
fma_medium/049/049581.mp3,19.431,0.5572719573974609,hindustani_33_Raag_Lalit,4
fma_medium/049/049812.mp3,27.56725,0.5641640424728394,carnatic_91_Ragam_Tanam_Pallavi,6815
fma_medium/050/050444.mp3,14.62175,0.5100593566894531,carnatic_119_Shlokam_-_Shivah_Shaktyayukto,139
fma_medium/051/051774.mp3,25.733625,0.5916935801506042,carnatic_143_Sundari_Nee_Divya,31
fma_medium/052/052502.mp3,24.031625,0.5158525705337524,hindustani_2_Raag_Lagan_Gandhar,4393
fma_medium/054/054153.mp3,12.7515,0.7445152997970581,carnatic_97_Merusamana,1069
fma_medium/054/054625.mp3,2.30475,0.5064104795455933,carnatic_90_Vandu_Ketpaar_Illayo,85
fma_medium/054/054730.mp3,14.036125,0.517023503780365,hindustani_107_Raag_Shree,7531
fma_medium/054/054837.mp3,15.29525,0.6048141717910767,hindustani_23_Raag_Mian_Malhar,4089
fma_medium/055/055757.mp3,15.090625,0.5363820791244507,carnatic_138_Eramuni,381
fma_medium/056/056048.mp3,2.108,0.5875023603439331,carnatic_166_O_Rangashayee,196
fma_medium/056/056468.mp3,3.92925,0.7452154755592346,hindustani_55_Majh_Khamaj_Thumri,426
fma_medium/056/056519.mp3,4.54275,0.6623573303222656,hindustani_25_Raag_Marwa,663
fma_medium/056/056888.mp3,7.931625,0.7885725498199463,hindustani_26_Raag_Shree,4227
fma_medium/057/057407.mp3,9.921875,0.6658508777618408,carnatic_95_Sogasuga,931
fma_medium/057/057458.mp3,19.175625,0.5440869927406311,hindustani_24_Raag_Ramdasi_Malhar,186
fma_medium/059/059178.mp3,5.3995,0.6188766956329346,hindustani_5_Raag_Kalyan,3993
fma_medium/059/059718.mp3,13.64675,0.8917894959449768,carnatic_241_Shri_Subramanyaya_Namaste,2610
fma_medium/060/060480.mp3,27.35075,0.589898943901062,carnatic_38_Raagam_Thaanam_Pallavi,3445
fma_medium/060/060830.mp3,16.6325,0.6898511648178101,hindustani_77_Raag_Todi,640
fma_medium/060/060882.mp3,25.158375,0.5902804732322693,carnatic_91_Ragam_Tanam_Pallavi,5848
fma_medium/060/060980.mp3,24.368875,0.5564478635787964,carnatic_219_Gnanamosaga_Rada,367
fma_medium/061/061493.mp3,16.538125,0.6215610504150391,carnatic_26_Lokavana_Chatura,2275
fma_medium/063/063099.mp3,20.911625,0.6442681550979614,carnatic_237_Manasaramathi,875
fma_medium/063/063291.mp3,27.226375,0.6034188866615295,carnatic_23_Niraimadi_Mugam_Thiruppugazh,64
fma_medium/063/063410.mp3,17.94225,0.6772588491439819,carnatic_171_Arul_Seya_Vendum_Ayya,421
fma_medium/063/063593.mp3,25.194375,0.4569574296474457,carnatic_199_Sri_Kantimatim,3574
fma_medium/064/064407.mp3,19.753375,0.6161642074584961,carnatic_28_Amba_Kamakshi,5610
fma_medium/064/064566.mp3,16.951,0.5825588703155518,carnatic_179_Chenduril_Nindradum_Kanda,391
fma_medium/064/064596.mp3,17.46925,0.6144487857818604,carnatic_38_Raagam_Thaanam_Pallavi,5923
fma_medium/065/065782.mp3,13.945875,0.6308983564376831,hindustani_5_Raag_Kalyan,3847
fma_medium/067/067229.mp3,26.02325,0.5880758166313171,hindustani_15_Raag_Desh,26
