query_id,ref_id,corpus,audio_path,offset_sec,length_sec,seed,has_twin_in_library
hindustani_t0000_q0,hindustani_0_Raag_Shree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0000_q0.wav,514.196,1.0,993916075,True
hindustani_t0000_q1,hindustani_0_Raag_Shree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0000_q1.wav,1017.639,1.0,993916075,True
hindustani_t0000_q2,hindustani_0_Raag_Shree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0000_q2.wav,1522.175,1.0,993916075,True
hindustani_t0000_q3,hindustani_0_Raag_Shree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0000_q3.wav,2026.139,1.0,993916075,True
hindustani_t0000_q4,hindustani_0_Raag_Shree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0000_q4.wav,2529.46,1.0,993916075,True
hindustani_t0001_q0,hindustani_100_Raga_Shree_-_Khayal,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0001_q0.wav,497.286,1.0,1942611635,True
hindustani_t0001_q1,hindustani_100_Raga_Shree_-_Khayal,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0001_q1.wav,983.695,1.0,1942611635,True
hindustani_t0001_q2,hindustani_100_Raga_Shree_-_Khayal,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0001_q2.wav,1470.346,1.0,1942611635,True
hindustani_t0001_q3,hindustani_100_Raga_Shree_-_Khayal,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0001_q3.wav,1957.409,1.0,1942611635,True
hindustani_t0001_q4,hindustani_100_Raga_Shree_-_Khayal,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0001_q4.wav,2443.878,1.0,1942611635,True
hindustani_t0002_q0,hindustani_101_Introductory_speech_by_Ajoy_Chakrabarty,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0002_q0.wav,35.903,1.0,2762103180,False
hindustani_t0002_q1,hindustani_101_Introductory_speech_by_Ajoy_Chakrabarty,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0002_q1.wav,60.75,1.0,2762103180,False
hindustani_t0002_q2,hindustani_101_Introductory_speech_by_Ajoy_Chakrabarty,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0002_q2.wav,86.195,1.0,2762103180,False
hindustani_t0002_q3,hindustani_101_Introductory_speech_by_Ajoy_Chakrabarty,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0002_q3.wav,112.497,1.0,2762103180,False
hindustani_t0002_q4,hindustani_101_Introductory_speech_by_Ajoy_Chakrabarty,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0002_q4.wav,137.204,1.0,2762103180,False
hindustani_t0003_q0,hindustani_102_Introduction_about_Ajoy_Chakrabarty,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0003_q0.wav,39.811,1.0,2186029143,False
hindustani_t0003_q1,hindustani_102_Introduction_about_Ajoy_Chakrabarty,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0003_q1.wav,69.675,1.0,2186029143,False
hindustani_t0003_q2,hindustani_102_Introduction_about_Ajoy_Chakrabarty,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0003_q2.wav,100.373,1.0,2186029143,False
hindustani_t0003_q3,hindustani_102_Introduction_about_Ajoy_Chakrabarty,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0003_q3.wav,130.494,1.0,2186029143,False
hindustani_t0003_q4,hindustani_102_Introduction_about_Ajoy_Chakrabarty,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0003_q4.wav,160.3,1.0,2186029143,False
hindustani_t0004_q0,hindustani_103_Thumri_in_Piloo,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0004_q0.wav,132.072,1.0,3532870500,False
hindustani_t0004_q1,hindustani_103_Thumri_in_Piloo,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0004_q1.wav,254.592,1.0,3532870500,False
hindustani_t0004_q2,hindustani_103_Thumri_in_Piloo,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0004_q2.wav,377.811,1.0,3532870500,False
hindustani_t0004_q3,hindustani_103_Thumri_in_Piloo,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0004_q3.wav,499.757,1.0,3532870500,False
hindustani_t0004_q4,hindustani_103_Thumri_in_Piloo,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0004_q4.wav,622.755,1.0,3532870500,False
hindustani_t0005_q0,hindustani_104_Raga_Lalit_-_Khayal,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0005_q0.wav,607.648,1.0,4120799726,False
hindustani_t0005_q1,hindustani_104_Raga_Lalit_-_Khayal,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0005_q1.wav,1205.267,1.0,4120799726,False
hindustani_t0005_q2,hindustani_104_Raga_Lalit_-_Khayal,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0005_q2.wav,1803.714,1.0,4120799726,False
hindustani_t0005_q3,hindustani_104_Raga_Lalit_-_Khayal,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0005_q3.wav,2401.688,1.0,4120799726,False
hindustani_t0005_q4,hindustani_104_Raga_Lalit_-_Khayal,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0005_q4.wav,2998.781,1.0,4120799726,False
hindustani_t0006_q0,hindustani_105_Raag_Bhoopali,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0006_q0.wav,563.169,1.0,3622669955,False
hindustani_t0006_q1,hindustani_105_Raag_Bhoopali,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0006_q1.wav,1115.564,1.0,3622669955,False
hindustani_t0006_q2,hindustani_105_Raag_Bhoopali,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0006_q2.wav,1668.763,1.0,3622669955,False
hindustani_t0006_q3,hindustani_105_Raag_Bhoopali,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0006_q3.wav,2221.466,1.0,3622669955,False
hindustani_t0006_q4,hindustani_105_Raag_Bhoopali,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0006_q4.wav,2773.557,1.0,3622669955,False
hindustani_t0007_q0,hindustani_106_Raag_Gavti,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0007_q0.wav,279.268,1.0,2430829577,False
hindustani_t0007_q1,hindustani_106_Raag_Gavti,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0007_q1.wav,548.112,1.0,2430829577,False
hindustani_t0007_q2,hindustani_106_Raag_Gavti,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0007_q2.wav,817.758,1.0,2430829577,False
hindustani_t0007_q3,hindustani_106_Raag_Gavti,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0007_q3.wav,1086.524,1.0,2430829577,False
hindustani_t0007_q4,hindustani_106_Raag_Gavti,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0007_q4.wav,1356.022,1.0,2430829577,False
hindustani_t0008_q0,hindustani_107_Raag_Shree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0008_q0.wav,641.62,1.0,1087804539,True
hindustani_t0008_q1,hindustani_107_Raag_Shree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0008_q1.wav,1272.702,1.0,1087804539,True
hindustani_t0008_q2,hindustani_107_Raag_Shree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0008_q2.wav,1904.952,1.0,1087804539,True
hindustani_t0008_q3,hindustani_107_Raag_Shree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0008_q3.wav,2536.39,1.0,1087804539,True
hindustani_t0008_q4,hindustani_107_Raag_Shree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0008_q4.wav,3167.97,1.0,1087804539,True
hindustani_t0009_q0,hindustani_10_Raag_Lalit,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0009_q0.wav,68.545,1.0,400859806,False
hindustani_t0009_q1,hindustani_10_Raag_Lalit,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0009_q1.wav,126.16,1.0,400859806,False
hindustani_t0009_q2,hindustani_10_Raag_Lalit,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0009_q2.wav,184.326,1.0,400859806,False
hindustani_t0009_q3,hindustani_10_Raag_Lalit,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0009_q3.wav,241.88,1.0,400859806,False
hindustani_t0009_q4,hindustani_10_Raag_Lalit,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0009_q4.wav,300.096,1.0,400859806,False
hindustani_t0010_q0,hindustani_11_Raag_Marwa,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0010_q0.wav,70.975,1.0,1905636519,False
hindustani_t0010_q1,hindustani_11_Raag_Marwa,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0010_q1.wav,131.401,1.0,1905636519,False
hindustani_t0010_q2,hindustani_11_Raag_Marwa,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries_1s/hindustani/hindustani_t0010_q2.wav,191.254,1.0,1905636519,False
